Ville demandée (slug);Titre;Prix;Surface;Pièces;Lien;Image;Agent;Description;Nombre de lots;Charges prévisionnelles;Procédure en cours;Prix de vente;Prix au m²;DPE;GES;Nombre de photos;Note;Avis;Note_num;Avis_num;Photos_num
paris-75;Appartement à Paris (75014);219 000 €;26 m²;2 pièces;https://www.iadfrance.fr/annonce/appartement-vente-2-pieces-paris-26m2/r1794579;https://images.iadfrance.fr/property/broadcast/2025/10/08/0199c3e286702c8b506f265b76d9a788.png?format=auto&width=300;Mohamed Ali Mzali;"Opportunité d'investissement : Appartement 2 pièces – Paris 14ème (Didot). A quelques pas des commerces animés de la rue Didot et à moins de 10 minutes à pied du métro Plaisance (Ligne 13), ce charmant deux pièces de 26 m2, actuellement loué, est idéal pour les investisseurs ou primo-accédants à la recherche d’un quartier vivant, bien desservi et recherché, au cœur du 14ème arrondissement ! Situé en rez-de-chaussée surélevé sur une cour calme et sécurisée, l’appartement offre un agencement optimisé avec un séjour lumineux , une chambre à coucher, une cuisine fonctionnelle et une salle d’eau avec douche et WC. Contactez-nous dès aujourd’hui pour organiser une visite et découvrir ce charmant deux pièces.

La presente annonce immobiliere vise 2 lots situés dans une copropriété de 24 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 104.33€ par mois (soit 1252 € annuel). Honoraires d'agence à la charge du vendeur.
Information d'affichage énergétique sur ce bien : classe ENERGIE F indice 359 et classe CLIMAT E indice 52. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.
La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M Mohamed Ali Mzali mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de NANTERRE sous le numéro 978287456, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.";24;1 252 € / an;aucune;219 000 €;8 423 € / m²;Logement à consommation énergétique excessive;E;11;5;12;5.0;12.0;11
paris-75;Bar à PARIS (75011);182 000 €;75 m²;Pas de pièces;https://www.iadfrance.fr/annonce/local-commercial-vente-paris-75m2/r1798406;https://images.iadfrance.fr/photos/realestate/2025-06/product-1857402-1.jpg?ts=202506291720&format=auto&width=300;Aurelia Vakili Taleghani;"*FONDS DE COMMERCE* VENTE

Au sein d'un quartier animé du 11ème arrondissement, un joli bar à cocktail d'une superficie de 78m² environ . 

Capacité légale : 49 personnes. 

Ensemble design et joli, étudié pour une clientèle girly, c 'est LE bar référence du quartier. 

Système pompe à bière, chambre froide, 3 caves à vin, frigo 3 portes. 

Entièrement refait en 2021. 

Murs plafond insonorisés. 

Climatisé - Deux écrans géants

Sono de qualité pour une ambiance festive et musicale optimale

Loyer: 5600€ TTC comprenant électricité et eau. 

Accès PMR

Une cave complète ce bel espace

Information d'affichage énergétique sur le bien associé à cette annonce : DPE NS indice  et GES NS indice .La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mlle Aurelia Vakili Taleghani (ID 65335), Agent Commercial mandataire en immobilier immatriculé au Registre Spécial des Agents Commerciaux (RSAC) du Tribunal de Commerce de Nanterre sous le numéro 899913123";Non renseigné;Non renseigné;Non renseigné;182 000 €;2 427 € / m²;Pas de DPE;Pas de GES;3;5;21;5.0;21.0;3
paris-75;Boutique/Local commercial à PARIS (75007);82 500 €;40 m²;Pas de pièces;https://www.iadfrance.fr/annonce/local-commercial-vente-paris-40m2/r1796192;https://images.iadfrance.fr/photos/realestate/2025-06/product-1855174-1.jpg?ts=202507190029&format=auto&width=300;Stéphane Bouillet;"Fonds de commerce à vendre – Manucure, Onglerie & Beauté – Paris 7e – Quartier Premium



À vendre : Fonds de commerce spécialisé en manucure, onglerie, vente de produits de beauté, accessoires et bijoux fantaisie, situé dans l’un des plus beaux quartiers du 7e arrondissement de Paris. Environnement premium, à la fois résidentiel et très touristique, avec une clientèle locale et internationale fidèle.



???? Local de charme, parfaitement entretenu, récemment rénové

???? Entièrement équipé avec du matériel moderne et en excellent état

???? Surface : 40 M² environ

???? Loyer attractif : 

???? Activité clé en main – aucuns travaux à prévoir



Le local bénéficie d’une forte visibilité avec passage régulier, entouré de commerces de qualité et d’enseignes haut de gamme. Idéal pour professionnel(le) de l’esthétique ou investisseur souhaitant développer une activité dans un secteur porteur.

Information d'affichage énergétique sur le bien associé à cette annonce : DPE NS indice  et GES NS indice .La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M. Stéphane Bouillet (ID 87279), Agent Commercial mandataire en immobilier immatriculé au Registre Spécial des Agents Commerciaux (RSAC) du Tribunal de Commerce de Paris sous le numéro 383344603";Non renseigné;Non renseigné;Non renseigné;82 500 €;2 063 € / m²;Pas de DPE;Pas de GES;2;Pas de note;Pas d'avis;;;2
paris-75;Boutique/Local commercial à PARIS (75007);39 500 €;30 m²;Pas de pièces;https://www.iadfrance.fr/annonce/local-commercial-vente-paris-30m2/r1796176;https://images.iadfrance.fr/photos/realestate/2025-06/product-1855158-1.jpg?ts=202507190033&format=auto&width=300;Stéphane Bouillet;"BAIL A CEDER – Commerce de retoucherie – Paris 7e



À céder pour cause de départ à la retraite : bail commercial d’un local de retoucherie idéalement situé au cœur du 7e arrondissement de Paris, dans un quartier dynamique, résidentiel et très commerçant.



???? Clientèle fidèle et haut de gamme, construite sur plus de 15 années d’activité. Le local bénéficie d’une excellente réputation et d’un bouche-à-oreille solide.



???? Surface : 30 m² environ

???? Loyer mensuel : 1.102,63 HT /HC

???? Local en bon état, prêt à l’emploi, avec tout le matériel nécessaire à la couture et la retouche.



Idéal pour professionnel(le) de la retouche ou de la couture souhaitant s’installer dans un secteur à fort potentiel.

Possibilité de vente de vêtement pour homme et femme



Disponibilité immédiate.

Information d'affichage énergétique sur le bien associé à cette annonce : DPE NS indice  et GES NS indice .La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M. Stéphane Bouillet (ID 87279), Agent Commercial mandataire en immobilier immatriculé au Registre Spécial des Agents Commerciaux (RSAC) du Tribunal de Commerce de Paris sous le numéro 383344603";Non renseigné;Non renseigné;Non renseigné;39 500 €;1 317 € / m²;Pas de DPE;Pas de GES;1;Pas de note;Pas d'avis;;;1
paris-75;Appartement à Paris (75011);225 000 €;24 m²;2 pièces;https://www.iadfrance.fr/annonce/appartement-vente-2-pieces-paris-24m2/r1797461;https://images.iadfrance.fr/property/broadcast/2025/07/30/019859d386b9889c33c6e67c01c987ea.jpg?format=auto&width=300;Arnaud Porcheron;"2P lumineux au cœur du 11e – Beau potentiel !

À deux pas de République, rue de la Fontaine au Roi.

Au 4e étage d’un immeuble ancien et plein de charme (tomettes, cour pavée avec emplacement vélo), découvrez ce 2 pièces de 23,9 m² à rénover entièrement. 

Faites parler votre imagination pour transformer ce charmant deux pièces lumineux au coeur d’un quartier vivant et central. Idéal premier achat ou investissement, faibles charges 75€/mois.

À visiter sans tarder!

La presente annonce immobiliere vise 1 lot situé dans une copropriété de 81 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 73.33€ par mois (soit 880 € annuel). Honoraires d'agence à la charge du vendeur.
Information d'affichage énergétique sur ce bien : classe ENERGIE E indice 314 et classe CLIMAT B indice 10. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.
La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M Arnaud Porcheron mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de PARIS sous le numéro 820581007, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.";81;880 € / an;aucune;225 000 €;9 375 € / m²;E;B;12;5;67;5.0;67.0;12
paris-75;Appartement à Paris (75017);429 000 €;47 m²;2 pièces;https://www.iadfrance.fr/annonce/appartement-vente-2-pieces-paris-47m2/r1797275;https://images.iadfrance.fr/property/broadcast/2025/07/01/0197c62e8f1ee219f926cbd76b1f3e41.jpg?format=auto&width=300;Anne-Claire Drouin;"C’est une AMBIANCE VILLAGE qui se dégage de cette jolie place et de la rue St Jean qui bordent l’église St MICHEL DES BATIGNOLLES …
Au 1 er étage d’un bel immeuble pierre de taille, appartement 2 pièces ,traversant, calme, au séjour baigné de lumière et à l’orientation idéale. 
Au charme de l’ancien avec une belle hauteur sous plafond , un grand séjour de 21 m2 avec niche d’angle ce bien offre aussi une chambre spacieuse, une cuisine, une salle d’eau et des WC séparés. 
Des travaux de rénovation sont à prévoir . 
FAIBLES CHARGES. Copropriété très bien tenue, parties communes récemment refaites, pas de dépenses en prévision. 
Cette rue devenue quasi piétonne demeure un endroit confidentiel et calme au charme bien gardé. 
EXERCICE des PROFESSIONS LIBERALES AUTORISE 
Proximité commerces, écoles et espaces verts (Square passage Moncey, square des Batignolles, Square des Epinettes, parc Martin Luther King).
Facilité de transport avec les lignes de métro 13 & 14, future ligne 15, Tram T3B nombreux bus. 

La presente annonce immobiliere vise 1 lot situé dans une copropriété de 21 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 150€ par mois (soit 1800 € annuel). Honoraires d'agence à la charge du vendeur.
Information d'affichage énergétique sur ce bien : classe ENERGIE D indice 209 et classe CLIMAT D indice 44. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.
La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Anne-Claire Drouin mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de PARIS sous le numéro 900845678, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.";21;1 800 € / an;aucune;429 000 €;9 128 € / m²;D;D;8;4.9;35;4.9;35.0;8
paris-75;Appartement à Paris (75006);598 000 €;36 m²;2 pièces;https://www.iadfrance.fr/annonce/appartement-vente-2-pieces-paris-36m2/r1799209;https://images.iadfrance.fr/property/broadcast/2025/06/28/0197b80ec37eb236232ca52de6e37bcd.jpg?format=auto&width=300;Sandrine Perez;"Paris 6 - Église Saint Sulpice, dans un immeuble ancien, en dernier étage avec ascenseur, 2 pièces de 36 m2 comprenant un séjour avec une cuisine ouverte, une chambre, salle d’eau avec WC.
Quartier recherché, à 2 pas du Sénat.
Travaux à prévoir, calme et lumineux, beau potentiel.

La presente annonce immobiliere vise 6 lots situés dans une copropriété de 36 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 98€ par mois (soit 1176 € annuel). Honoraires d'agence à la charge du vendeur.
Information d'affichage énergétique sur ce bien : classe ENERGIE G indice 605 et classe CLIMAT C indice 20. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.
La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Sandrine Perez mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de PARIS sous le numéro 482124781, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.";36;1 176 € / an;aucune;598 000 €;16 611 € / m²;Logement à consommation énergétique excessive;C;13;4.9;22;4.9;22.0;13
paris-75;Appartement à Paris (75010);645 000 €;58 m²;3 pièces;https://www.iadfrance.fr/annonce/appartement-vente-3-pieces-paris-58m2/r1798674;https://images.iadfrance.fr/property/broadcast/2025/06/28/0197b712777ff86b39be742272fc303e.jpg?format=auto&width=300;Sandrine Perez;"A quelques pas du Canal Saint Martin, Metro Goncourt / Colonel Fabien - Dans un immeuble ancien bien entretenu, avec ascenseur, appartement de 3 pièces comprenant une entrée, un séjour, une cuisine aménagée, deux chambres, salle d’eau avec WC.
Charme de l’ancien. Traversant, Calme et Lumineux .
Distribution en étoile. Très bon état.
Proche de tous commerces.

La presente annonce immobiliere vise 1 lot situé dans une copropriété de 46 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 153.67€ par mois (soit 1844 € annuel). Honoraires d'agence à la charge du vendeur.
Information d'affichage énergétique sur ce bien : classe ENERGIE E indice 277 et classe CLIMAT E indice 58. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.
La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Sandrine Perez mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de PARIS sous le numéro 482124781, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.";46;1 844 € / an;aucune;645 000 €;11 121 € / m²;E;E;13;4.9;22;4.9;22.0;13
paris-75;Appartement à Paris (75017);520 000 €;71 m²;4 pièces;https://www.iadfrance.fr/annonce/appartement-vente-4-pieces-paris-71m2/r1798178;https://images.iadfrance.fr/property/broadcast/2025/06/28/0197b607914cb9799b36631b478612a3.jpg?format=auto&width=300;Henri Carducci;"À deux pas de la ligne 14, découvrez ce LUMINEUX appartement de 4 pièces de 71 m², situé au 5e étage avec ascenseur, dans une copropriété bien entretenue et sécurisée.

L’appartement bénéficie d’une belle luminosité grâce à son exposition OUEST, et offre une vue dégagée depuis son BALCON. 

La configuration actuelle permet d'ouvrir la cuisine sur le séjour pour créer un vaste espace de vie moderne et lumineux de 29 m², avec accès direct au BALCON. Il comprend deux chambres, avec la possibilité d'en aménager une troisième, une salle d'eau et des toilettes séparées.

La situation géographique est idéale : à proximité immédiate des lignes de métro 13 et 14, du tramway T3bis, du RER C, ainsi que des écoles, commerces et du Parc Martin-Luther-King, un lieu parfait pour les familles et les amoureux d’espaces verts.

Cette résidence à taille humaine offre un cadre de vie agréable et sécurisé. Une cave complète également ce bien.

Disponible 7 jours sur 7.

La presente annonce immobiliere vise 2 lots situés dans une copropriété de 34 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 226.67€ par mois (soit 2720 € annuel). Honoraires d'agence à la charge de l'acquéreur. Prix honoraires inclus : 520000 euros. Prix hors honoraires : 500000 euros. Honoraires TTC à la charge de l'acquéreur (4,00% du prix du bien hors honoraires) : 20000 euros.
Information d'affichage énergétique sur ce bien : classe ENERGIE E indice 252 et classe CLIMAT D indice 44. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.
La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M Henri Carducci mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de Paris sous le numéro 842569527, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.";34;2 720 € / an;aucune;520 000 €;7 324 € / m²;E;D;16;4.9;78;4.9;78.0;16
paris-75;Appartement à Paris (75017);399 000 €;58 m²;3 pièces;https://www.iadfrance.fr/annonce/appartement-vente-3-pieces-paris-58m2/r1798902;https://images.iadfrance.fr/property/broadcast/2025/06/28/0197b3ab289785d048fe2323ed67ab02.png?format=auto&width=300;Milene TIMUKS;"Paris XVII, idéalement situé entre le métro "" Brochant"" et "" Guy Môquet "",
venez découvrir ce bel appartement de 57,63 m2 dans un immeuble Haussmannien avec une cave de 5 m2, situé dans un immeuble sécurisé donnant au calme côté cour.

Il se compose d'une entrée, une pièce à vivre avec une cheminée, une cuisine séparée meublée (possibilité de l'ouvrir entièrement), une suite parentale avec sa salle d'eau, un bureau,et des toilettes séparées. 

Une cave complète ce bien. 

Les points forts : 

- très calme (côté cour ), 
- hall d'entrée sécurisé (sas avec badge/digicode à l'intérieur et à l' extérieur)
- plan modulable
- charme de l'ancien ( très belle hauteur sous plafond, moulures, tomettes, cheminée... )
- proche des transports, commerces et écoles

* Photos en cours *

Pour plus d'informations ou pour planifier une visite, je reste disponible du lundi au dimanche inclus.

La presente annonce immobiliere vise 2 lots situés dans une copropriété de 64 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 100.33€ par mois (soit 1203.96 € annuel). Honoraires d'agence à la charge du vendeur.
Information d'affichage énergétique sur ce bien : classe ENERGIE G indice 654 et classe CLIMAT C indice 21. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.
La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Milene TIMUKS mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de BOBIGNY sous le numéro 840151369, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.";64;1 204 € / an;aucune;399 000 €;6 879 € / m²;Logement à consommation énergétique excessive;C;3;4.9;70;4.9;70.0;3
paris-75;Appartement à Paris (75017);198 000 €;18 m²;1 pièce;https://www.iadfrance.fr/annonce/appartement-vente-1-piece-paris-18m2/r1782015;https://images.iadfrance.fr/property/broadcast/2025/06/27/0197b341d16809afee48b65281cf1576.jpg?format=auto&width=300;Cristian Marinescou;"En EXCLUSIVITE / rendement 4,2% / emplacement exceptionnel / centre Paris 17 (Villiers) / commerces, restaurants et marché / voie piétonne / calme absolu / immeuble avec ravalement récent / 

Pour investisseurs : Rendement 4,2% (loyer perçu 700€)
APPARTEMENT VENDU LOUE - Appartement vendu loué - APPARTEMENT VENDU LOUE

Dans le quartier très recherché de Villiers (Paris 17), l’immeuble est situé dans une voie piétonne au calme absolu. Il a été récemment ravalé et l’ensemble du bâtiment est en très bon état. 

L’appartement est situé sur cour avec une exposition SUD / OUEST donnant une remarquable luminosité. 
Il est composé d’une pièce de vie de 12,31m² avec sa cuisine aménagée de 2,68m², ouverte sur le salon. 
La salle d’eau est composée d’une douche, d’un lavabo, un toilette et un grand placard.
L’appartement sera vendu avec sa cave. 

Ses plus : 
-	AUCUN problème de paiement des loyers pour le locataire actuel.  
-  Loyer perçu de 700€ (soit un rendement de 4,2%)
-	Cadre de vie privilégié dans un passage privé au sein du quartier recherché de Villiers.
-	Proximité immédiate métro, bus, commerces, restaurants et marché
-	DPE « F » (le bail sera automatiquement poursuivi sans nécessité de travaux). 
-  Possibilité de défiscaliser des travaux pour faire évoluer le diagnostic. 

A visiter sans tarder !!!

La presente annonce immobiliere vise 2 lots situés dans une copropriété de 2 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 58.33€ par mois (soit 700 € annuel). Honoraires d'agence à la charge du vendeur.
Information d'affichage énergétique sur ce bien : classe ENERGIE F indice 461 et classe CLIMAT C indice 15. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.
La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M Cristian Marinescou mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de CRETEIL sous le numéro 917878993, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.";2;700 € / an;aucune;198 000 €;11 000 € / m²;Logement à consommation énergétique excessive;C;8;5;11;5.0;11.0;8
paris-75;Appartement à Paris (75011);65 000 €;35 m²;2 pièces;https://www.iadfrance.fr/annonce/appartement-vente-2-pieces-paris-35m2/r1785323;https://images.iadfrance.fr/property/broadcast/2025/06/27/0197b23d2c5454327466cf4b6aeaa85a.jpg?format=auto&width=300;David Nijaki;"*Sous offre*
VIAGER OCCUPÉ – Paris 11e – Quartier Voltaire
2 pièces – 35 m² – 6e étage avec ascenseur – Balcon – Cave

Charmant appartement 2 pièces de 34,94 m² Carrez, idéalement situé à 2 minutes à pied du métro Voltaire, dans un quartier vivant et recherché du 11e arrondissement.

Situé au 6e étage avec ascenseur d’un bel immeuble en pierre de taille du XIXe siècle, cet appartement lumineux se compose de :
	•	Une entrée desservant une cuisine
	•	Un séjour de 14 m² ouvrant sur un balcon filant
	•	Une chambre
	•	Une salle de douche
	•	WC privatifs sur le palier

Une cave complète ce bien.

Viager occupé par un couple (femme de 81 ans et homme de 83 ans)
	•	Bouquet : 65 000 €
	•	Rente : 1 040 € /mois 
	•	Valeur vénale : 365 000 €

La rente est révisable annuellement selon un indice INSEE.
Revalorisation de la rente de +35 % en cas de départ anticipé (libération du bien).

Opportunité rare pour un investissement patrimonial sécurisé dans un quartier central de Paris.

Contactez-moi pour en savoir plus !

La presente annonce immobiliere vise 3 lots situés dans une copropriété de 27 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 106.67€ par mois (soit 1280 € annuel). Honoraires d'agence à la charge du vendeur.
Bien non soumis au DPE. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.
La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M David Nijaki mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de PARIS sous le numéro 928867274, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.";27;1 280 € / an;aucune;65 000 €;1 857 € / m²;Pas de DPE;Pas de GES;8;5;14;5.0;14.0;8
paris-75;Duplex à Paris (75004);960 000 €;70 m²;3 pièces;https://www.iadfrance.fr/annonce/appartement-vente-3-pieces-paris-70m2/r1797777;https://images.iadfrance.fr/property/broadcast/2025/06/27/0197b1d5e09f907d28312552e66a1ff3.png?format=auto&width=300;Détélina Lyoubénova;"Opportunité Rare - Charmant Appartement T3 en Duplex au Cœur de Paris

Idéalement situé en plein coeur du Marais, cet appartement en duplex est une véritable perle rare. Au 2ème étage d'un immeuble de 2 niveaux, ce bien de 69,68 m² loi Carrez (92,25 m² au sol) a été entièrement rénové pour offrir un espace de vie moderne et confortable, tout en préservant le charme de l'ancien.

L'appartement s'ouvre sur un séjour lumineux avec une grande hauteur sous plafond. Les grandes fenêtres apportent une luminosité naturelle en créant une atmosphère douce et apaisante. 

Les 2 chambres ainsi que le lit supplémentaire sur la mezzanine, pouvant accueillir des amis de passage à Paris, offrent des espaces de repos agréables. 

La cuisine, moderne et fonctionnelle, dispose de tous les équipements nécessaires. 
La salle de bain rénovée avec goût apporte une touche d'élégance supplémentaire. Une cave au sous-sol complète ce bien. 

Cet appartement bénéficie de toutes les commodités modernes, telles que la fibre optique, le câble TV et un espace de rangement supplémentaire. La sécurité est assurée avec un digicode et un gardien.

Situé dans un immeuble datant du 19ème siècle, vous apprécierez le cachet unique, le calme absolu et la luminosité de ce bien tout en profitant de la vie animée de Paris à proximité.

Ne manquez pas cette opportunité exceptionnelle d'acquérir un appartement en duplex rénové, alliant charme et modernité, au cœur de la capitale. 

La presente annonce immobiliere vise 2 lots situés dans une copropriété de 81 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 166.67€ par mois (soit 2000 € annuel). Honoraires d'agence à la charge du vendeur.
Information d'affichage énergétique sur ce bien : classe ENERGIE E indice 243 et classe CLIMAT E indice 53. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.
La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Détélina Lyoubénova mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de PARIS sous le numéro 830658464, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.";81;2 000 € / an;aucune;960 000 €;13 714 € / m²;E;E;7;Pas de note;Pas d'avis;;;7
paris-75;Boutique/Local commercial à PARIS (75014);119 900 €;180 m²;Pas de pièces;https://www.iadfrance.fr/annonce/local-commercial-vente-paris-180m2/r1795134;https://images.iadfrance.fr/photos/realestate/2025-06/product-1854106-1.jpg?ts=202506232004&format=auto&width=300;Maya Kamen;"A seulement 10 mn de la gare Montparnasse, idéalement situé dans une rue avec places disponible, venez découvrir ce Local commercial a vendre.

Il est composé de 2 niveaux avec un rez-de-chaussée de 80 m2 environ comprenant un local de vente, une kitchenette, Un wc + Terrasse disponible.

Au sous-sol, le local dispose de 100 m2 environ rénové pour tout type d'activité (Coiffure, esthétique, salon de thé, etc) 

Loyer 2000 euros TTC/mois.

Etat du local impeccable,

à visiter rapidement !

Information d'affichage énergétique sur le bien associé à cette annonce : DPE NS indice  et GES NS indice .La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Maya Kamen (ID 82120), Agent Commercial mandataire en immobilier immatriculé au Registre Spécial des Agents Commerciaux (RSAC) du Tribunal de Commerce de Bobigny sous le numéro 910209865";Non renseigné;Non renseigné;Non renseigné;119 900 €;666 € / m²;Pas de DPE;Pas de GES;13;5;2;5.0;2.0;13
paris-75;Appartement à Paris (75014);255 000 €;17 m²;1 pièce;https://www.iadfrance.fr/annonce/appartement-vente-1-piece-paris-17m2/r1796846;https://images.iadfrance.fr/property/broadcast/2025/06/11/01975f618d83cb14b46e7b5c673b0668.jpg?format=auto&width=300;Nicolas Clement;"Opportunité rare – Investissement locatif clé en main dans le 14ème arrondissement (Denfert-Rochereau / Saint-Jacques)

À découvrir sans tarder : ce studio entièrement rénové de 17 m², situé au 1er étage d’un immeuble de standing avec ascenseur, au cœur du très recherché quartier Denfert-Rochereau / Saint-Jacques.

Idéal pour un investisseur, ce bien est exploité en location meublée de courte durée via Airbnb depuis 3 ans, avec un taux d’occupation élevé, assuré par sa localisation stratégique.

La rentabilité solide de ce bien justifie pleinement son prix de vente, offrant un excellent retour sur investissement dans un secteur à forte demande locative.

L’appartement se compose d’un espace de vie lumineux, exposé plein sud, d’une kitchenette indépendante, d’une salle d’eau avec WC ainsi que d’un coin buanderie. Chaque mètre carré a été optimisé pour offrir un cadre de vie confortable et fonctionnel.

La presente annonce immobiliere vise 2 lots situés dans une copropriété de 2 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 53.33€ par mois (soit 639.96 € annuel). Honoraires d'agence à la charge du vendeur.
Information d'affichage énergétique sur ce bien : classe ENERGIE C indice 218 et classe CLIMAT C indice 32. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.
La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M Nicolas Clement mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de NANTERRE sous le numéro 439652801, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.";2;640 € / an;aucune;255 000 €;15 000 € / m²;C;C;14;4;1;4.0;1.0;14
